Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Phosphorous,Potassium,Fertilizer Name
34,69,75,Sandy,Maize,40,54,58,NPK 17-17-17
23,61,47,Red,Maize,26,23,32,NPK 10-26-26
19,81,67,Black,Sugarcane,12,41,18,NPK 14-35-14
33,49,26,Sandy,Barley,55,4,5,NPK 10-26-26
29,74,31,Black,Maize,35,4,2,NPK 10-26-26
26,52,75,Red,Sugarcane,30,30,28,NPK 10-26-26
38,57,51,Red,Wheat,11,6,24,NPK 10-26-26
18,51,67,Red,Cotton,47,46,10,MOP
28,39,44,Clayey,Cotton,49,40,58,NPK 17-17-17
21,53,70,Black,Wheat,13,20,34,Urea
38,43,36,Sandy,Barley,20,19,33,DAP
33,41,70,Red,Barley,4,2,40,NPK 10-26-26
32,38,74,Clayey,Maize,9,35,6,NPK 10-26-26
40,80,69,Sandy,Ground Nuts,47,58,41,NPK 14-35-14
21,63,23,Loamy,Wheat,12,33,46,Urea
27,73,56,Black,Sugarcane,25,53,54,NPK 10-26-26
22,43,60,Loamy,Sugarcane,34,35,13,MOP
27,39,36,Clayey,Rice,51,15,52,DAP
30,85,16,Black,Ground Nuts,50,41,37,NPK 10-26-26
18,55,21,Black,Sugarcane,37,40,3,MOP
40,42,80,Sandy,Wheat,54,19,41,DAP
22,52,18,Red,Maize,21,56,59,NPK 10-26-26
24,41,61,Black,Ground Nuts,29,49,17,MOP
33,89,64,Sandy,Tobacco,2,2,42,NPK 10-26-26
28,65,15,Red,Ground Nuts,41,19,56,DAP
19,65,27,Black,Sugarcane,19,57,46,Urea
25,48,76,Sandy,Barley,14,33,15,NPK 10-26-26
22,47,73,Clayey,Cotton,54,43,1,MOP
22,86,49,Black,Barley,60,12,11,NPK 10-26-26
34,40,56,Black,Tobacco,27,25,15,MOP
19,36,43,Black,Ground Nuts,49,15,40,DAP
23,69,21,Sandy,Cotton,29,23,1,MOP
27,80,76,Red,Sugarcane,49,59,49,NPK 14-35-14
25,88,19,Red,Cotton,38,5,6,NPK 10-26-26
29,56,70,Black,Soybean,13,23,35,Urea
20,49,51,Red,Wheat,1,23,35,Urea
22,54,59,Sandy,Rice,38,51,32,NPK 14-35-14
23,90,69,Red,Maize,36,3,45,DAP
33,60,34,Clayey,Ground Nuts,57,37,44,NPK 17-17-17
32,57,75,Red,Pulses,35,17,28,DAP
28,40,16,Sandy,Soybean,53,46,3,MOP
18,39,56,Red,Sugarcane,2,7,44,NPK 10-26-26
35,67,20,Loamy,Cotton,1,36,4,NPK 10-26-26
20,41,22,Clayey,Rice,56,4,22,DAP
23,78,20,Sandy,Tobacco,35,28,0,MOP
24,37,22,Loamy,Tobacco,23,23,49,NPK 10-26-26
25,56,27,Black,Barley,39,56,37,NPK 14-35-14
27,71,48,Clayey,Millets,60,46,31,NPK 10-26-26
18,75,32,Sandy,Barley,54,35,58,NPK 17-17-17
40,43,25,Red,Barley,1,51,24,Urea
39,61,37,Sandy,Maize,51,27,1,MOP
18,64,69,Loamy,Tobacco,38,45,20,NPK 14-35-14
33,89,40,Black,Millets,21,39,2,MOP
40,77,70,Sandy,Maize,26,13,6,NPK 10-26-26
26,68,64,Red,Millets,38,47,42,NPK 14-35-14
28,40,37,Loamy,Wheat,28,29,45,NPK 10-26-26
38,53,40,Sandy,Barley,59,16,2,NPK 10-26-26
27,65,60,Sandy,Barley,36,7,57,DAP
20,77,73,Red,Pulses,5,6,37,NPK 10-26-26
30,77,48,Clayey,Barley,51,54,51,NPK 14-35-14
39,85,39,Sandy,Tobacco,7,9,31,NPK 10-26-26
30,46,68,Red,Barley,58,36,50,NPK 17-17-17
18,85,21,Red,Soybean,37,17,43,DAP
23,60,46,Black,Barley,55,22,9,MOP
35,36,24,Clayey,Ground Nuts,32,47,2,MOP
18,51,56,Sandy,Sugarcane,15,32,31,Urea
34,48,52,Black,Maize,12,53,28,Urea
27,48,57,Sandy,Maize,23,47,42,NPK 14-35-14
26,50,76,Clayey,Rice,50,51,29,NPK 14-35-14
26,78,48,Loamy,Pulses,53,55,29,NPK 14-35-14
27,57,17,Sandy,Millets,21,60,56,NPK 14-35-14
31,38,23,Black,Maize,1,39,54,Urea
28,45,51,Clayey,Ground Nuts,56,42,21,NPK 10-26-26
26,66,55,Loamy,Tobacco,40,30,21,NPK 10-26-26
36,89,57,Clayey,Ground Nuts,51,38,44,NPK 17-17-17
21,49,60,Sandy,Millets,19,9,4,NPK 20-20-20
21,82,63,Black,Barley,36,25,11,MOP
23,69,46,Sandy,Cotton,8,52,39,Urea
39,88,80,Loamy,Wheat,45,10,1,NPK 10-26-26
29,49,39,Clayey,Cotton,10,50,50,Urea
36,52,24,Red,Maize,32,4,2,NPK 10-26-26
21,86,69,Black,Maize,7,36,30,Urea
27,79,49,Sandy,Barley,10,41,43,Urea
26,36,69,Red,Rice,12,31,17,NPK 10-26-26
40,66,35,Clayey,Millets,31,40,42,NPK 10-26-26
24,42,50,Clayey,Maize,13,49,6,NPK 14-35-14
31,39,25,Loamy,Cotton,37,3,32,DAP
19,58,57,Black,Wheat,20,56,44,NPK 14-35-14
35,65,23,Loamy,Sugarcane,31,19,23,DAP
21,60,23,Clayey,Millets,55,40,17,MOP
25,51,36,Red,Millets,46,43,52,NPK 17-17-17
39,73,22,Black,Maize,53,51,12,MOP
19,79,80,Clayey,Sugarcane,42,43,16,MOP
34,49,46,Red,Barley,5,46,25,Urea
18,45,22,Red,Sugarcane,52,11,39,DAP
29,48,50,Black,Tobacco,16,7,37,NPK 10-26-26
35,48,28,Red,Barley,36,23,23,NPK 10-26-26
22,41,15,Clayey,Pulses,40,7,18,NPK 10-26-26
21,84,18,Black,Maize,15,22,57,Urea
37,43,33,Clayey,Tobacco,40,31,23,NPK 10-26-26
33,56,66,Sandy,Ground Nuts,40,4,6,NPK 10-26-26
33,72,62,Loamy,Millets,49,3,14,NPK 10-26-26
30,67,32,Clayey,Cotton,8,60,27,Urea
18,60,32,Loamy,Maize,36,29,33,NPK 10-26-26
28,90,76,Black,Wheat,44,22,9,MOP
35,83,64,Red,Cotton,3,0,56,NPK 10-26-26
37,59,34,Clayey,Maize,59,19,41,DAP
38,84,51,Sandy,Sugarcane,37,17,21,DAP
21,40,59,Sandy,Soybean,27,20,34,NPK 10-26-26
31,79,16,Clayey,Tobacco,30,25,8,MOP
37,74,63,Black,Millets,0,18,26,NPK 10-26-26
40,49,68,Clayey,Soybean,15,13,54,NPK 10-26-26
23,62,29,Sandy,Maize,30,52,32,NPK 14-35-14
36,53,64,Loamy,Tobacco,57,49,57,NPK 17-17-17
24,84,17,Clayey,Millets,36,53,50,NPK 14-35-14
23,42,52,Loamy,Sugarcane,16,2,34,NPK 10-26-26
23,86,40,Sandy,Maize,6,50,56,Urea
33,55,50,Clayey,Maize,48,39,58,NPK 17-17-17
32,86,72,Red,Soybean,8,22,3,NPK 10-26-26
40,52,30,Red,Cotton,48,8,20,DAP
31,56,17,Clayey,Pulses,50,23,45,NPK 17-17-17
19,61,27,Clayey,Cotton,18,29,9,NPK 10-26-26
30,87,50,Clayey,Millets,38,0,30,DAP
34,89,48,Loamy,Cotton,26,27,0,MOP
18,38,15,Clayey,Wheat,53,43,20,NPK 10-26-26
30,66,53,Clayey,Pulses,21,34,50,NPK 10-26-26
23,65,46,Clayey,Rice,3,2,44,NPK 10-26-26
27,67,20,Sandy,Millets,18,40,36,Urea
18,38,78,Black,Soybean,35,31,42,NPK 10-26-26
33,88,21,Sandy,Maize,4,59,15,NPK 14-35-14
27,84,72,Clayey,Cotton,59,54,2,MOP
29,50,34,Sandy,Barley,51,57,30,NPK 14-35-14
33,66,34,Clayey,Pulses,1,8,29,NPK 10-26-26
19,47,50,Black,Cotton,3,15,7,NPK 20-20-20
32,84,39,Clayey,Wheat,9,25,21,Urea
24,38,20,Black,Wheat,9,19,60,NPK 10-26-26
39,81,55,Black,Millets,37,9,24,DAP
37,62,55,Black,Wheat,42,10,10,NPK 10-26-26
23,82,17,Black,Wheat,5,43,42,Urea
19,69,20,Clayey,Soybean,19,36,4,NPK 10-26-26
22,73,53,Red,Soybean,60,10,9,NPK 10-26-26
38,41,59,Clayey,Pulses,49,26,41,NPK 17-17-17
23,73,21,Sandy,Ground Nuts,32,59,22,NPK 14-35-14
24,45,76,Red,Sugarcane,12,19,44,NPK 10-26-26
29,72,69,Clayey,Ground Nuts,42,56,54,NPK 14-35-14
33,77,43,Loamy,Barley,10,34,44,Urea
36,82,28,Black,Barley,46,55,28,NPK 14-35-14
27,70,79,Black,Soybean,23,48,1,MOP
34,70,55,Red,Millets,20,6,14,NPK 10-26-26
34,90,43,Clayey,Barley,0,24,50,Urea
25,36,74,Red,Sugarcane,26,51,60,NPK 10-26-26
19,74,72,Sandy,Rice,7,11,52,NPK 10-26-26
27,57,74,Black,Rice,51,1,10,NPK 10-26-26
25,36,34,Black,Ground Nuts,11,12,19,NPK 20-20-20
26,63,79,Clayey,Cotton,43,21,28,NPK 10-26-26
20,42,56,Black,Rice,7,36,1,NPK 10-26-26
25,61,17,Loamy,Wheat,0,24,41,Urea
26,75,79,Sandy,Tobacco,23,15,54,DAP
30,76,31,Red,Pulses,59,37,18,MOP
22,72,23,Black,Ground Nuts,50,53,10,MOP
30,74,71,Red,Tobacco,5,22,43,Urea
27,48,36,Black,Soybean,11,59,42,Urea
29,87,24,Loamy,Soybean,15,30,3,NPK 10-26-26
24,47,53,Sandy,Ground Nuts,24,15,34,DAP
19,55,44,Black,Millets,26,60,21,NPK 14-35-14
33,59,49,Red,Soybean,21,48,9,MOP
37,61,68,Loamy,Cotton,3,52,14,NPK 14-35-14
18,49,71,Clayey,Ground Nuts,35,11,11,NPK 10-26-26
39,42,30,Sandy,Maize,28,50,16,MOP
33,38,17,Sandy,Barley,58,38,56,NPK 17-17-17
19,35,30,Red,Soybean,24,9,43,DAP
37,90,39,Sandy,Wheat,38,50,32,NPK 14-35-14
18,56,46,Red,Maize,11,44,17,NPK 14-35-14
38,66,47,Black,Millets,35,54,50,NPK 14-35-14
26,86,40,Clayey,Barley,46,29,29,NPK 10-26-26
26,46,41,Red,Sugarcane,49,32,14,MOP
32,70,32,Clayey,Millets,37,60,15,MOP
39,35,73,Sandy,Tobacco,31,27,57,NPK 10-26-26
32,89,64,Red,Cotton,59,3,27,DAP
25,39,66,Red,Pulses,26,10,36,DAP
31,59,44,Red,Pulses,34,42,17,MOP
19,90,58,Clayey,Millets,26,57,60,NPK 10-26-26
32,69,27,Sandy,Maize,42,37,32,NPK 10-26-26
37,44,31,Loamy,Pulses,24,26,17,MOP
26,48,76,Clayey,Soybean,12,0,40,NPK 10-26-26
31,45,75,Loamy,Barley,36,19,41,DAP
29,36,78,Black,Ground Nuts,52,35,49,NPK 17-17-17
18,68,39,Red,Sugarcane,18,30,21,Urea
22,66,41,Loamy,Pulses,2,52,52,Urea
29,57,23,Red,Tobacco,10,23,18,NPK 10-26-26
38,83,57,Clayey,Soybean,37,30,0,MOP
20,51,32,Clayey,Wheat,32,44,39,NPK 14-35-14
25,78,67,Loamy,Tobacco,52,55,2,MOP
40,60,16,Clayey,Cotton,58,22,3,MOP
33,82,65,Sandy,Soybean,28,32,18,MOP
27,45,57,Red,Wheat,4,2,38,NPK 10-26-26
40,51,75,Clayey,Ground Nuts,46,59,38,NPK 14-35-14
32,49,38,Loamy,Barley,45,31,48,NPK 17-17-17
25,45,38,Sandy,Cotton,30,23,41,NPK 10-26-26
26,76,52,Red,Maize,51,6,52,DAP
25,59,65,Red,Wheat,15,42,25,Urea
33,60,22,Black,Maize,51,20,42,NPK 17-17-17
20,68,67,Sandy,Rice,50,39,5,MOP
27,52,64,Black,Barley,12,19,60,NPK 10-26-26
18,58,51,Loamy,Maize,33,50,53,NPK 10-26-26
31,79,38,Red,Ground Nuts,35,22,40,NPK 10-26-26
18,90,27,Red,Rice,36,11,53,DAP
38,55,66,Black,Pulses,51,13,43,DAP
25,71,64,Clayey,Barley,60,34,54,NPK 17-17-17
40,86,37,Sandy,Sugarcane,10,38,39,Urea
34,36,69,Red,Tobacco,57,12,7,NPK 10-26-26
18,70,26,Black,Tobacco,29,50,27,NPK 14-35-14
37,59,69,Black,Soybean,43,24,51,NPK 17-17-17
22,57,64,Red,Maize,0,51,22,Urea
38,52,78,Loamy,Millets,20,15,11,NPK 10-26-26
18,45,65,Red,Soybean,53,25,42,NPK 17-17-17
36,49,80,Loamy,Tobacco,2,51,16,NPK 14-35-14
35,43,50,Red,Tobacco,54,55,26,NPK 14-35-14
33,45,22,Loamy,Sugarcane,35,32,57,NPK 10-26-26
38,67,16,Clayey,Ground Nuts,26,43,60,NPK 10-26-26
21,88,78,Loamy,Millets,14,9,59,NPK 10-26-26
20,39,25,Clayey,Ground Nuts,22,60,59,NPK 14-35-14
21,68,62,Sandy,Wheat,35,59,46,NPK 14-35-14
31,80,49,Black,Cotton,19,40,30,Urea
39,88,32,Sandy,Soybean,15,52,53,Urea
29,64,24,Black,Pulses,32,59,28,NPK 14-35-14
35,41,59,Black,Tobacco,54,34,18,MOP
26,86,24,Loamy,Wheat,10,39,10,NPK 10-26-26
19,83,21,Red,Wheat,13,24,17,NPK 10-26-26
32,71,41,Sandy,Pulses,20,44,53,NPK 10-26-26
34,81,71,Loamy,Pulses,42,29,29,NPK 10-26-26
26,36,20,Loamy,Soybean,7,14,55,NPK 10-26-26
35,87,22,Sandy,Millets,5,58,29,Urea
40,89,67,Loamy,Rice,35,0,8,NPK 10-26-26
34,47,73,Clayey,Soybean,29,2,22,DAP
34,75,77,Clayey,Barley,24,39,45,NPK 10-26-26
24,81,20,Clayey,Rice,2,12,17,NPK 20-20-20
36,46,18,Black,Soybean,47,1,9,NPK 10-26-26
38,65,80,Red,Wheat,4,2,34,NPK 10-26-26
32,65,39,Black,Millets,28,43,36,NPK 14-35-14
26,41,51,Sandy,Barley,43,39,29,NPK 10-26-26
27,40,36,Red,Barley,1,9,34,NPK 10-26-26
23,61,46,Sandy,Cotton,8,47,34,Urea
26,62,24,Clayey,Ground Nuts,23,53,8,MOP
39,50,18,Clayey,Soybean,12,46,4,NPK 14-35-14
22,68,57,Loamy,Soybean,29,37,47,NPK 10-26-26
33,82,64,Clayey,Rice,38,29,17,MOP
26,63,53,Black,Soybean,54,35,15,MOP
21,69,50,Sandy,Tobacco,9,47,24,Urea
24,55,57,Clayey,Pulses,16,14,46,NPK 10-26-26
37,83,22,Black,Ground Nuts,35,45,40,NPK 14-35-14
22,85,35,Loamy,Pulses,0,11,11,NPK 20-20-20
30,54,63,Loamy,Ground Nuts,53,28,22,NPK 10-26-26
32,58,63,Sandy,Rice,38,31,25,NPK 10-26-26
32,65,43,Black,Pulses,35,4,52,DAP
18,54,70,Loamy,Soybean,14,13,15,NPK 20-20-20
34,86,21,Black,Maize,7,50,42,Urea
20,51,75,Loamy,Barley,21,26,50,NPK 10-26-26
21,82,23,Black,Tobacco,59,30,45,NPK 17-17-17
29,87,57,Loamy,Soybean,58,17,44,DAP
29,89,27,Sandy,Maize,27,47,4,MOP
22,45,16,Red,Soybean,56,14,21,DAP
39,62,43,Red,Ground Nuts,53,30,53,NPK 17-17-17
36,56,16,Red,Soybean,39,2,52,DAP
40,43,67,Loamy,Barley,34,41,53,NPK 10-26-26
37,76,41,Red,Maize,27,28,39,NPK 10-26-26
19,45,24,Sandy,Maize,30,58,14,MOP
26,49,62,Black,Sugarcane,42,55,54,NPK 14-35-14
27,64,49,Clayey,Cotton,12,5,11,NPK 20-20-20
33,58,41,Black,Maize,28,3,14,NPK 10-26-26
29,39,73,Black,Barley,31,20,43,NPK 10-26-26
29,46,62,Sandy,Wheat,9,10,47,NPK 10-26-26
25,85,50,Sandy,Barley,3,59,15,NPK 14-35-14
28,36,57,Clayey,Millets,17,43,0,NPK 14-35-14
25,66,43,Red,Sugarcane,3,1,26,NPK 10-26-26
38,72,42,Clayey,Soybean,39,53,2,MOP
24,87,49,Loamy,Wheat,26,18,43,DAP
39,54,21,Loamy,Pulses,50,26,54,NPK 17-17-17
40,47,50,Black,Maize,52,4,13,NPK 10-26-26
19,61,45,Clayey,Rice,9,33,6,NPK 10-26-26
25,55,65,Red,Maize,36,14,33,DAP
21,74,38,Sandy,Maize,26,16,14,NPK 10-26-26
18,89,21,Loamy,Rice,51,28,24,NPK 10-26-26
27,58,73,Clayey,Millets,47,31,33,NPK 10-26-26
31,57,53,Red,Cotton,44,19,41,DAP
23,35,18,Red,Sugarcane,10,44,33,Urea
30,65,66,Clayey,Wheat,50,5,47,DAP
21,43,47,Black,Millets,23,35,19,MOP
20,69,28,Sandy,Ground Nuts,55,44,56,NPK 17-17-17
22,43,58,Sandy,Ground Nuts,2,48,47,Urea
28,69,59,Red,Rice,40,20,60,NPK 17-17-17
21,54,59,Sandy,Pulses,0,23,26,Urea
24,69,30,Clayey,Rice,57,45,26,NPK 10-26-26
32,90,43,Clayey,Rice,57,37,56,NPK 17-17-17
36,63,60,Clayey,Barley,58,1,44,DAP
37,38,80,Black,Millets,22,49,42,NPK 14-35-14
30,76,60,Clayey,Sugarcane,3,31,51,Urea
40,48,43,Clayey,Barley,31,26,2,MOP
33,58,60,Black,Ground Nuts,47,16,19,NPK 10-26-26
37,84,19,Loamy,Cotton,58,33,22,NPK 10-26-26
35,45,22,Loamy,Rice,59,4,23,DAP
22,86,29,Black,Pulses,0,53,0,NPK 14-35-14
40,48,36,Red,Sugarcane,28,12,48,DAP
38,43,79,Black,Rice,3,2,24,NPK 10-26-26
27,53,59,Sandy,Tobacco,29,2,6,NPK 10-26-26
28,65,20,Red,Cotton,59,25,29,NPK 10-26-26
24,64,39,Red,Barley,48,31,0,MOP
31,75,58,Clayey,Sugarcane,37,48,50,NPK 10-26-26
40,52,67,Clayey,Soybean,43,4,28,DAP
37,64,42,Red,Ground Nuts,11,19,5,NPK 20-20-20
26,48,29,Clayey,Maize,36,28,10,MOP
20,36,75,Black,Rice,24,22,58,NPK 10-26-26
35,41,21,Black,Maize,14,1,34,NPK 10-26-26
20,66,50,Black,Cotton,42,59,50,NPK 14-35-14
20,78,36,Red,Cotton,4,9,5,NPK 20-20-20
23,70,33,Black,Barley,48,45,28,NPK 10-26-26
36,82,20,Red,Sugarcane,27,27,37,NPK 10-26-26
28,55,20,Clayey,Tobacco,46,46,51,NPK 17-17-17
28,73,33,Red,Pulses,16,4,23,NPK 10-26-26
23,40,70,Clayey,Cotton,5,15,33,NPK 10-26-26
21,70,47,Sandy,Ground Nuts,41,4,45,DAP
36,63,62,Black,Pulses,14,0,52,NPK 10-26-26
37,63,62,Clayey,Barley,48,35,56,NPK 17-17-17
34,77,70,Clayey,Maize,47,13,53,DAP
31,84,59,Red,Barley,37,44,58,NPK 10-26-26
36,43,33,Clayey,Maize,6,25,24,Urea
29,85,50,Black,Sugarcane,3,41,16,NPK 14-35-14
25,63,55,Loamy,Cotton,33,50,29,NPK 14-35-14
21,85,42,Red,Rice,1,37,7,NPK 10-26-26
28,42,79,Sandy,Maize,39,37,3,MOP
38,77,52,Sandy,Wheat,50,39,45,NPK 17-17-17
32,79,74,Red,Ground Nuts,33,28,46,NPK 10-26-26
21,78,24,Red,Pulses,40,12,51,DAP
21,89,75,Sandy,Pulses,13,38,18,NPK 10-26-26
40,52,40,Loamy,Rice,4,46,15,NPK 14-35-14
25,38,16,Clayey,Millets,19,13,5,NPK 20-20-20
30,53,38,Loamy,Rice,0,42,23,Urea
33,79,35,Sandy,Barley,8,20,38,Urea
27,37,58,Black,Cotton,35,41,20,NPK 14-35-14
40,81,41,Clayey,Sugarcane,19,52,46,Urea
22,65,62,Sandy,Wheat,40,24,52,NPK 17-17-17
32,68,41,Clayey,Tobacco,27,53,30,NPK 14-35-14
19,85,62,Sandy,Barley,12,22,3,NPK 10-26-26
20,41,57,Sandy,Maize,46,6,2,NPK 10-26-26
19,53,52,Sandy,Soybean,45,1,7,NPK 10-26-26
39,74,22,Loamy,Millets,33,46,40,NPK 14-35-14
27,47,54,Loamy,Cotton,29,57,47,NPK 14-35-14
32,77,27,Loamy,Rice,38,18,48,DAP
18,55,71,Sandy,Pulses,56,53,35,NPK 10-26-26
29,55,27,Black,Wheat,6,33,43,Urea
19,86,64,Black,Ground Nuts,4,16,42,NPK 10-26-26
36,66,73,Loamy,Maize,28,31,22,NPK 10-26-26
20,40,33,Clayey,Pulses,11,40,1,NPK 10-26-26
40,65,44,Clayey,Tobacco,10,8,46,NPK 10-26-26
34,54,29,Red,Maize,19,38,18,NPK 10-26-26
35,89,21,Red,Barley,35,57,3,MOP
38,60,54,Red,Barley,37,59,58,NPK 14-35-14
22,84,19,Red,Pulses,60,40,36,NPK 10-26-26
31,54,40,Red,Tobacco,20,42,18,MOP
24,57,52,Black,Barley,14,29,21,Urea
26,63,18,Sandy,Wheat,22,4,11,NPK 10-26-26
30,37,54,Black,Cotton,16,58,19,NPK 14-35-14
38,84,40,Red,Maize,27,14,17,NPK 10-26-26
33,63,21,Loamy,Tobacco,37,56,47,NPK 14-35-14
27,89,77,Sandy,Tobacco,52,48,26,NPK 10-26-26
39,73,78,Red,Pulses,40,44,16,MOP
22,40,32,Black,Sugarcane,17,34,17,NPK 10-26-26
20,75,27,Sandy,Soybean,28,13,29,DAP
37,44,43,Clayey,Cotton,9,0,27,NPK 10-26-26
39,84,74,Sandy,Millets,48,17,17,NPK 10-26-26
21,74,25,Sandy,Wheat,25,0,18,NPK 10-26-26
32,54,72,Black,Maize,10,58,42,Urea
40,60,79,Black,Barley,29,2,3,NPK 10-26-26
27,74,60,Clayey,Millets,39,6,36,DAP
36,59,54,Loamy,Tobacco,50,4,26,DAP
26,46,33,Clayey,Pulses,48,18,13,NPK 10-26-26
23,52,54,Black,Sugarcane,54,38,50,NPK 17-17-17
18,53,57,Loamy,Tobacco,9,41,3,NPK 14-35-14
26,46,47,Clayey,Cotton,58,35,54,NPK 17-17-17
39,37,48,Loamy,Sugarcane,12,13,59,NPK 10-26-26
26,78,22,Loamy,Millets,47,35,47,NPK 17-17-17
29,90,19,Loamy,Pulses,26,50,39,NPK 14-35-14
31,62,63,Loamy,Maize,47,36,27,NPK 10-26-26
20,89,44,Black,Maize,23,29,0,MOP
38,37,21,Clayey,Rice,26,28,49,NPK 10-26-26
36,42,79,Loamy,Maize,33,21,26,NPK 10-26-26
34,64,64,Clayey,Millets,6,35,18,NPK 10-26-26
22,51,56,Red,Maize,14,0,58,NPK 10-26-26
40,62,56,Loamy,Millets,59,21,49,NPK 17-17-17
39,62,78,Black,Sugarcane,50,58,46,NPK 14-35-14
28,40,56,Sandy,Millets,56,54,43,NPK 17-17-17
37,37,54,Black,Barley,29,28,15,MOP
40,60,60,Loamy,Tobacco,48,15,27,DAP
34,40,39,Black,Rice,33,48,2,MOP
37,86,51,Red,Millets,41,8,25,DAP
25,43,45,Black,Cotton,20,12,50,DAP
20,72,65,Loamy,Tobacco,18,54,0,NPK 14-35-14
39,50,60,Black,Tobacco,46,8,53,DAP
35,57,55,Clayey,Soybean,54,21,2,MOP
30,85,16,Clayey,Millets,1,22,34,Urea
36,74,65,Clayey,Soybean,14,37,21,Urea
37,73,71,Clayey,Ground Nuts,52,22,53,NPK 17-17-17
36,75,34,Red,Ground Nuts,49,4,34,DAP
25,65,78,Clayey,Barley,10,23,25,Urea
22,41,67,Clayey,Maize,17,55,14,NPK 14-35-14
19,88,65,Loamy,Wheat,21,40,29,NPK 10-26-26
40,42,77,Black,Sugarcane,59,20,41,NPK 17-17-17
28,66,17,Black,Sugarcane,3,56,41,Urea
38,36,34,Black,Tobacco,3,47,49,Urea
39,79,29,Loamy,Rice,43,0,45,DAP
39,66,50,Sandy,Cotton,7,59,9,NPK 14-35-14
19,79,79,Loamy,Barley,1,17,44,NPK 10-26-26
20,36,17,Loamy,Maize,19,58,35,Urea
39,56,50,Red,Ground Nuts,36,41,37,NPK 14-35-14
36,53,16,Loamy,Rice,44,16,58,DAP
35,37,28,Clayey,Sugarcane,2,55,19,NPK 14-35-14
34,54,62,Black,Maize,43,5,40,DAP
24,60,23,Sandy,Millets,38,23,8,MOP
19,77,65,Clayey,Cotton,35,54,23,NPK 14-35-14
18,39,78,Black,Tobacco,38,8,39,DAP
27,69,68,Clayey,Rice,24,24,54,NPK 10-26-26
28,53,56,Red,Soybean,19,13,52,NPK 10-26-26
32,47,65,Clayey,Rice,31,52,2,MOP
18,67,59,Clayey,Wheat,45,13,47,DAP
21,50,68,Clayey,Sugarcane,34,40,52,NPK 10-26-26
20,36,41,Black,Millets,3,3,41,NPK 10-26-26
24,49,27,Clayey,Soybean,27,7,58,DAP
27,42,74,Loamy,Maize,21,48,60,NPK 10-26-26
24,76,56,Loamy,Tobacco,50,0,6,NPK 10-26-26
21,48,70,Loamy,Rice,35,33,12,MOP
33,37,48,Red,Cotton,29,48,1,MOP
27,88,58,Clayey,Soybean,55,5,52,DAP
25,87,33,Clayey,Maize,42,14,60,DAP
37,39,70,Black,Cotton,42,26,35,NPK 10-26-26
24,57,79,Red,Tobacco,37,48,38,NPK 14-35-14
31,52,49,Red,Soybean,18,45,7,NPK 14-35-14
33,86,79,Red,Ground Nuts,29,29,59,NPK 10-26-26
35,68,33,Loamy,Millets,23,38,39,NPK 10-26-26
37,68,44,Black,Rice,13,35,39,Urea
29,36,42,Clayey,Sugarcane,60,49,42,NPK 17-17-17
37,75,40,Loamy,Barley,43,12,30,DAP
20,36,49,Sandy,Wheat,17,25,32,Urea
40,89,76,Clayey,Millets,18,6,40,NPK 10-26-26
29,74,61,Black,Millets,57,38,7,MOP
25,58,36,Loamy,Millets,51,21,9,MOP
31,89,68,Clayey,Wheat,58,57,9,MOP
24,63,57,Loamy,Maize,52,43,45,NPK 17-17-17
32,80,66,Clayey,Barley,46,27,41,NPK 17-17-17
34,43,29,Sandy,Pulses,25,43,22,NPK 14-35-14
26,79,53,Sandy,Tobacco,15,44,16,NPK 14-35-14
18,69,25,Loamy,Ground Nuts,2,23,54,Urea
31,72,22,Red,Maize,49,19,22,DAP
28,73,67,Sandy,Wheat,46,24,25,NPK 10-26-26
22,73,43,Loamy,Barley,10,37,13,NPK 10-26-26
22,70,75,Loamy,Ground Nuts,11,22,31,Urea
22,40,72,Black,Wheat,40,49,44,NPK 14-35-14
26,50,63,Sandy,Soybean,57,39,20,NPK 10-26-26
40,39,25,Red,Soybean,59,21,5,MOP
31,56,59,Clayey,Sugarcane,1,13,40,NPK 10-26-26
25,69,26,Black,Rice,36,46,57,NPK 10-26-26
18,42,64,Sandy,Barley,22,15,44,DAP
19,73,60,Sandy,Barley,43,47,21,NPK 14-35-14
18,39,44,Loamy,Pulses,41,12,56,DAP
25,61,52,Loamy,Rice,0,30,17,NPK 10-26-26
30,54,78,Sandy,Sugarcane,56,60,44,NPK 14-35-14
19,80,34,Black,Wheat,31,27,10,MOP
37,79,46,Sandy,Rice,57,42,48,NPK 17-17-17
24,76,59,Loamy,Millets,37,52,43,NPK 14-35-14
38,80,15,Clayey,Ground Nuts,2,13,46,NPK 10-26-26
31,77,39,Loamy,Sugarcane,48,11,30,DAP
21,85,15,Clayey,Pulses,1,38,37,Urea
22,79,43,Clayey,Barley,19,1,36,NPK 10-26-26
31,61,48,Red,Sugarcane,60,48,13,MOP
26,83,42,Sandy,Tobacco,29,34,14,MOP
27,58,49,Black,Ground Nuts,52,18,34,DAP
40,62,68,Red,Barley,2,8,31,NPK 10-26-26
22,86,72,Black,Millets,17,16,42,NPK 10-26-26
22,77,18,Black,Sugarcane,59,37,59,NPK 17-17-17
33,61,77,Sandy,Sugarcane,16,40,59,Urea
36,39,69,Red,Cotton,54,56,30,NPK 14-35-14
27,77,32,Sandy,Rice,20,11,23,DAP
25,57,77,Black,Sugarcane,59,36,59,NPK 17-17-17
